Word & Type	Greek	English translation	dStrongs = Grammar	Dictionary form =  Gloss	editions	Meaning variants	Spelling variants	Spanish translation	Sub-meaning	Conjoin word	sStrong+Instance	Alt Strongs
Mrk.8.38#28	μετα	with	G3326=PREP								G3326_A	
Mrk.8.38#29	ἁγίων.¶	the holy	G3588/G40=T-GPM	ἅγιος=holy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			santos	: holy»holy|1_holy	#37	G3588_I	G0039
Mrk.8.38#30	των	angels	G3588/G32=T-GPM								G3588_J	
Mrk.9.1#01	των		G3588=T-GPM								G3588_A	
Mrk.9.1#02	Καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.1#03	ἔλεγεν	he said	G3004=V-IAI-3S	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estaba diciendo	: speak»to speak|1_speak/ask	#02	G3004_A	
Mrk.9.1#04	αὐτοῖς·	unto them	G846=P-DPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ellos	to them	#03«02:G3004	G846_A	G3778
Mrk.9.1#05	ἀμὴν	Verily	G281=HEB	ἀμήν=amen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Amén	amen	#04	G281_A	
Mrk.9.1#06	λέγω	I say	G3004=V-PAI-1S	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estoy diciendo	: speak»to speak|1_speak/ask	#05	G3004_B	
Mrk.9.1#07	ὑμῖν	unto you	G4771=P-2DP	σύ=you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ustedes	to you	#06«05:G3004	G4771_A	G5213
Mrk.9.1#08	ὅτι	That	G3754=CONJ	ὅτι=that/since	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			que	: that»that/since|1_that	#07«05:G3004	G3754_A	
Mrk.9.1#09	εἰσίν	there be	G1510=V-PAI-3P	εἰμί=to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			están siendo	to be	#08	G1510_A	G1526
Mrk.9.1#10	τινες	some	G5100=X-NPM	τις=one	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			algunos	one	#09»12:G2476	G5100_A	
Mrk.9.1#11	ἑστηκότων	of them that stand	G2476=V-RAP-GPM	ἵστημι=to stand	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			han estado de pie	standing	#12	G2476_A	
Mrk.9.1#12	ωδε	here	G5602=ADV								G5602_A	
Mrk.9.1#13	οἵτινες	which	G3748=R-NPM	ὅστις=who/which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			quienes	who	#13»16:G1089	G3748_A	
Mrk.9.1#14	γεύσωνται	shall	G1089=V-ADS-3P	γεύω=to taste	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			gusten	to taste	#16	G1089_A	
Mrk.9.1#15	ου	not	G3756/G3361=PRT-N								G3756_A	
Mrk.9.1#16	γευσωνται	taste	G1089=V-ADS-3P								G1089_B	
Mrk.9.1#17	θανάτου	of death	G2288=N-GSM	θάνατος=death	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de muerte	death	#17	G2288_A	
Mrk.9.1#18	ἕως ἂν	till	G2193/G302=ADV	ἄν=if / ἕως=until	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hasta probable	until if	#18 #19	G2193_A	G3755
Mrk.9.1#19	ιδωσιν	they have seen	G3708=V-2AAS-3P								G3708_A	
Mrk.9.1#20	τὴν βασιλείαν	the kingdom	G3588/G932=T-ASF	βασιλεία=kingdom / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el reino	the kingdom	#21»22:G0932 #22	G3588_B	
Mrk.9.1#21	τοῦ θεοῦ	of God	G3588/G2316=T-GSM	θεός=God / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de el Dios	the God	#23»24:G2316 #24	G3588_C	
Mrk.9.1#22	ἐληλυθυῖαν	come	G2064=V-2RAP-ASF	ἔρχομαι=to come/go	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ha venido	to come	#25	G2064_A	
Mrk.9.1#23	ἐν	with	G1722=PREP	ἐν=in/on/among	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			en	with	#26	G1722_A	
Mrk.9.1#24	δυνάμει.¶	power	G1411=N-DSF	δύναμις=power	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			poder	power	#27	G1411_A	
Mrk.9.2#01	Καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.2#02	μετὰ	after	G3326=PREP	μετά=with/after	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		TR: μεθ᾽ ;	después	with	#02	G3326_A	
Mrk.9.2#03	ἓξ	six	G1803=A-NUI	ἕξ=six	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			seis	six	#04	G1803_A	
Mrk.9.2#04	ημερας	days	G2250=N-APF								G2250_A	
Mrk.9.2#05	ὁ Ἰησοῦς	Jesus	G3588/G2424=T-NSM	Ἰησοῦς=Jesus/Joshua / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el Jesús	the Jesus»Jesus|Jesus@Mat.1.1	#06»07:G2424 #07	G3588_A	
Mrk.9.2#06	παραλαμβανει	taketh	G3880=V-PAI-3S								G3880_A	
Mrk.9.2#07	τὸν Πέτρον	Peter	G3588/G4074=T-ASM	Πέτρος=Peter / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el Pedro	the Peter»Peter|Peter@Mat.4.18	#08»09:G4074 #09	G3588_B	
Mrk.9.2#08	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#10	G2532_B	
Mrk.9.2#09	τὸν Ἰάκωβον	James	G3588/G2385=T-ASM	Ἰάκωβος=James / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el Jacobo	the James»James|James@Mat.4.21	#11»12:G2385 #12	G3588_C	
Mrk.9.2#10	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#13	G2532_C	
Mrk.9.2#11	τὸν Ἰωάννην	John	G3588/G2491=T-ASM	Ἰωάννης=John / ὁ=the/this/who	NA28+NA27+TR NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		WH: Ἰωάνην ;	a el Juan	the John»John|John@Mat.4.21	#14»15:G2491 #15	G3588_D	
Mrk.9.2#12	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#16	G2532_D	
Mrk.9.2#13	ἀναφέρει	leadeth	G399=V-PAI-3S	ἀναφέρω=to carry up	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			está llevando hacia arriba	to carry up	#17	G399_A	
Mrk.9.2#14	αὐτοὺς	them	G846=P-APM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ellos	them	#18«17:G0399	G846_A	G3778
Mrk.9.2#15	αναφερει	up	G399=V-PAI-3S								G399_B	
Mrk.9.2#16	εἰς	into	G1519=PREP	εἰς=toward	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hacia dentro	toward	#19	G1519_A	
Mrk.9.2#17	ὄρος	an	G3735=N-ASN	ὄρος=mountain	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			montaña	mountain	#20	G3735_A	
Mrk.9.2#18	ὑψηλὸν	high	G5308=A-ASN	ὑψηλός=high	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			alta	high	#21	G5308_A	
Mrk.9.2#19	ορος	mountain	G3735=N-ASN								G3735_B	
Mrk.9.2#20	μόνους.	apart	G3441=A-APM	μόνος=alone	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			solos	alone	#24	G3441_A	
Mrk.9.2#21	κατ	by	G2596=PREP								G2596_A	
Mrk.9.2#22	ιδιαν	themselves	G2398=A-ASF								G2398_A	
Mrk.9.2#23	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#25	G2532_E	
Mrk.9.2#24	μετεμορφώθη	he was transfigured	G3339=V-API-3S	μεταμορφόω=to transform	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			fue transformado	to transform	#26	G3339_A	
Mrk.9.2#25	ἔμπροσθεν	before	G1715=PREP	ἔμπροσθεν=before	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			enfrente de	before	#27	G1715_A	
Mrk.9.2#26	αὐτῶν,	them	G846=P-GPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ellos	of them	#28«27:G1715	G846_B	G3778
Mrk.9.3#01	καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.3#02	αὐτοῦ	his	G846=P-GSM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	his	#04«03:G2440	G846_A	G3778
Mrk.9.3#03	τῆς	raiment	G3588/G2440=T-NPN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la	the	#14»15:G1093	G3588_A	
Mrk.9.3#04	εγενετο	became	G1096=V-2ADI-3S								G1096_A	
Mrk.9.3#05	στιλβοντα	shining	G4744=V-PAP-NPN								G4744_A	
Mrk.9.3#06	λιαν	exceeding	G3029=ADV								G3029_A	
Mrk.9.3#07	λευκα	white	G3022=A-NPN								G3022_A	
Mrk.9.3#08	ως	as	G5613=ADV								G5613_A	
Mrk.9.3#09	χιων	snow	G5510=N-NSF								G5510_A	
Mrk.9.3#10	οια	so as	G3634=R-APN								G3634_A	
Mrk.9.3#11	οὐ	no	G3756=PRT-N	οὐ=no	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			no	no	#16»17:G1410	G3756_A	
Mrk.9.3#12	γναφευς	fuller	G1102=N-NSM								G1102_A	
Mrk.9.3#13	επι	on	G1909=PREP								G1909_A	
Mrk.9.3#14	της	earth	G3588/G1093=T-GSF								G3588_B	
Mrk.9.3#15	δύναται	can	G1410=V-PNI-3S	δύναμαι=be able	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			está siendo capaz	be able	#17	G1410_A	
Mrk.9.3#16	λευκᾶναι.	white them	G3021=V-AAN	λευκαίνω=to bleach	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			blanquear	to bleach	#19	G3021_A	
Mrk.9.4#01	καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.4#02	ωφθη	there appeared	G3708=V-API-3S								G3708_A	
Mrk.9.4#03	αὐτοῖς	unto them	G846=P-DPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ellos	to them	#03«02:G3708	G846_A	G3778
Mrk.9.4#04	Ἠλίας	Elias	G2243=N-NSM	Ἡλίας=Elijah	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		WH: Ἠλείας ;	Elías	Elijah»Elijah|Elijah@1Ki.17.1	#04	G2243_A	
Mrk.9.4#05	σὺν	with	G4862=PREP	σύν=with	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			junto con	with	#05	G4862_A	
Mrk.9.4#06	Μωϋσεῖ,	Moses	G3475=N-DSM	Μωϋσῆς, Μωσῆς=Moses	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn: Μωϋσῇ ; +TR: Μωσεῖ ;	Moisés	Moses»Moses|Moses@Exo.2.10	#06	G3475_A	
Mrk.9.4#07	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#07	G2532_B	
Mrk.9.4#08	ἦσαν	they were	G1510=V-IAI-3P	εἰμί=to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estaban siendo	to be	#08	G1510_A	G2258, G2252
Mrk.9.4#09	συλλαλοῦντες	talking	G4814=V-PAP-NPM	συλλαλέω=to talk with	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn+WH: συνλαλοῦντες ;	estando hablando juntos	to talk with	#09	G4814_A	
Mrk.9.4#10	τῷ Ἰησοῦ.	with Jesus	G3588/G2424=T-DSM	Ἰησοῦς=Jesus/Joshua / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			(con) el Jesús	the Jesus»Jesus|Jesus@Mat.1.1	#10»11:G2424 #11	G3588_A	
Mrk.9.5#01	καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.5#02	ὁ Πέτρος	Peter	G3588/G4074=T-NSM	Πέτρος=Peter / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el Pedro	the Peter»Peter|Peter@Mat.4.18	#03»04:G4074 #04	G3588_A	
Mrk.9.5#03	αποκριθεις	answered	G611=V-AOP-NSM								G611_A	
Mrk.9.5#04	λέγει	and said	G3004=V-PAI-3S	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			está diciendo	: speak»to speak|1_speak/ask	#05	G3004_A	
Mrk.9.5#05	τῷ Ἰησοῦ·	to Jesus	G3588/G2424=T-DSM	Ἰησοῦς=Jesus/Joshua / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el Jesús	the Jesus»Jesus|Jesus@Mat.1.1	#06»07:G2424 #07	G3588_B	
Mrk.9.5#06	ῥαββί,	Master	G4461=HEB	ῥαββί=Rabbi	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn+WH: ῥαββεί ;	Rabí	Rabbi»Rabbi|Rabbi@Mat.23.7	#08	G4461_A	
Mrk.9.5#07	ἐστιν	it is	G1510=V-PAI-3S	εἰμί=to be	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			está siendo	to be	#10	G1510_A	G2076
Mrk.9.5#08	καλον	good	G2570=A-NSN								G2570_A	
Mrk.9.5#09	ημας	for us	G1473=P-1AP								G1473_A	
Mrk.9.5#10	ειναι	to be	G1510=V-PAN								G1510_B	
Mrk.9.5#11	ὧδε	here	G5602=ADV	ὧδε=here	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			aquí	here	#12	G5602_A	
Mrk.9.5#12	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#14	G2532_B	
Mrk.9.5#13	ποιήσωμεν	let us make	G4160=V-AAS-1P	ποιέω=to do/make	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			hagamos	to make»2_make/create(OBJECT)	#15	G4160_A	
Mrk.9.5#14	τρεῖς	three	G5140=A-APF	τρεῖς, τρία=three	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1			tres	three	#16	G5140_A	
Mrk.9.5#15	σκηνάς,	tabernacles	G4633=N-APF	σκηνή=tent	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			tiendas	tent	#17	G4633_A	
Mrk.9.5#16	μίαν	one	G1520=A-ASF	εἷς=one	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			uno	one	#19	G1520_A	G3391
Mrk.9.5#17	σοι	for thee	G4771=P-2DS								G4771_A	
Mrk.9.5#18	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#20	G2532_C	
Mrk.9.5#19	μίαν	one	G1520=A-ASF	εἷς=one	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			uno	one	#22	G1520_B	G3391
Mrk.9.5#20	μωσει	for Moses	G3475=N-DSM								G3475_A	
Mrk.9.5#21	καὶ	and	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			y	and	#23	G2532_D	
Mrk.9.5#22	μίαν·	one	G1520=A-ASF	εἷς=one	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			uno	one	#25	G1520_C	G3391
Mrk.9.5#23	ηλια	for Elias	G2243=N-DSM								G2243_A	
Mrk.9.6#01	γὰρ	For	G1063=CONJ	γάρ=for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			porque	for	#02	G1063_A	
Mrk.9.6#02	ᾔδει	he wist	G1492=V-2LAI-3S	εἴδω=to perceive	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			había sabido	: know»to perceive|1_know/understand	#03	G1492_A	
Mrk.9.6#03	ου	not	G3756=PRT-N								G3756_A	
Mrk.9.6#04	τί	what	G5101=I-ASN	τίς=which?	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			qué	what?	#04»05:G0611	G5101_A	
Mrk.9.6#05	λαληση	to say	G2980=V-AAS-3S								G2980_A	
Mrk.9.6#06	γὰρ	for	G1063=CONJ	γάρ=for	NA28+NA27+Tyn+SBL+WH+Treg+TR«1+Byz«1			porque	for	#07	G1063_B	
Mrk.9.6#07	ησαν	they were	G1510=V-IAI-3P								G1510_A	
Mrk.9.6#08	εκφοβοι	sore afraid	G1630=A-NPM								G1630_A	
Mrk.9.7#01	τῆς		G3588=T-NSM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la	the	#10»11:G3507	G3588_A	
Mrk.9.7#02	και	And	G2532=CONJ								G2532_A	
Mrk.9.7#03	εγενετο	there was	G1096=V-2ADI-3S								G1096_A	
Mrk.9.7#04	νεφέλης	a cloud	G3507=N-NSF	νεφέλη=cloud	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			nube	cloud	#11	G3507_A	
Mrk.9.7#05	επισκιαζουσα	that overshadowed	G1982=V-PAP-NSF								G1982_A	
Mrk.9.7#06	αὐτοῦ.	them	G846=P-DPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de él	of him	#21«20:G0191	G846_A	G3778
Mrk.9.7#07	και	and	G2532=CONJ								G2532_B	
Mrk.9.7#08	φωνη	a voice	G5456=N-NSF								G5456_A	
Mrk.9.7#09	ηλθεν	came	G2064=V-2AAI-3S								G2064_A	
Mrk.9.7#10	εκ	out of	G1537=PREP								G1537_A	
Mrk.9.7#11	της	the cloud	G3588/G3507=T-GSF								G3588_B	
Mrk.9.7#12	λεγουσα	saying	G3004=V-PAP-NSF								G3004_A	
Mrk.9.7#13	ουτος	This	G3778=D-NSM								G3778_A	
Mrk.9.7#14	εστιν	is	G1510=V-PAI-3S								G1510_A	
Mrk.9.7#15	μου	my	G1473=P-1GS								G1473_A	
Mrk.9.7#16	αγαπητος	beloved	G27=A-NSM								G27_A	
Mrk.9.7#17	ο	Son	G3588/G5207=T-NSM								G3588_C	
Mrk.9.7#18	ακουετε	hear	G191=V-PAM-2P								G191_A	
Mrk.9.7#19	αυτου	him	G846=P-GSM								G846_B	
Mrk.9.8#01	καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.8#02	ἐξάπινα	suddenly	G1819=ADV	ἐξάπινα=suddenly	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de repente	suddenly	#02	G1819_A	
Mrk.9.8#03	περιβλεψάμενοι	when they had looked round about	G4017=V-AMP-NPM	περιβλέπω=to look around	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			habiendo mirado alrededor	to look around	#03	G4017_A	
Mrk.9.8#04	ειδον	they saw	G3708=V-2AAI-3P								G3708_A	
Mrk.9.8#05	οὐδένα	no man	G3762=A-ASM-N	οὐδείς=none	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a nadie	no one	#05»06:G1492	G3762_A	
Mrk.9.8#06	ουκετι	any more	G3765=ADV-N								G3765_A	
Mrk.9.8#07	ἀλλὰ	save	G235=CONJ	ἀλλά=but	NA28+NA27+Tyn+SBL+Treg+TR+Byz	εἰ μὴ (o=ei mē) if not - G1487=COND + G3361=PRT-N in: WH		sino	but	#07	G235_A	G1487, G3361, G1508
Mrk.9.8#08	τὸν Ἰησοῦν	Jesus	G3588/G2424=T-ASM	Ἰησοῦς=Jesus/Joshua / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a el Jesús	the Jesus»Jesus|Jesus@Mat.1.1	#08»09:G2424 #09	G3588_A	
Mrk.9.8#09	μονον	only	G3440=ADV								G3440_A	
Mrk.9.8#10	μεθ᾽	with	G3326=PREP	μετά=with/after	NA28+NA27+Tyn+SBL+WH«4+Treg+TR+Byz			con	with	#11	G3326_A	
Mrk.9.8#11	ἑαυτῶν.¶	themselves	G1438=F-3GPM	ἑαυτοῦ=my/your/him-self	NA28+NA27+Tyn+SBL+WH«5+Treg+TR+Byz			ellos mismos	themselves	#12«11:G3326	G1438_A	
Mrk.9.9#01	δὲ	And	G1161=CONJ	δέ=but/and	TR+Byz			pero	and	#03	G1161_A	
Mrk.9.9#02	καταβαινοντων	as	G2597=V-PAP-GPM								G2597_A	
Mrk.9.9#03	αὐτῶν	they came down	G846=P-GPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ellos	of them	#04«02:G2597	G846_A	G3778
Mrk.9.9#04	απο	from	G575=PREP								G575_A	
Mrk.9.9#05	τοῦ ὄρους	the mountain	G3588/G3735=T-GSN	ὁ=the/this/who / ὄρος=mountain	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			la montaña	the mountain	#06»06:G3735 #07	G3588_A	
Mrk.9.9#06	διεστείλατο	he charged	G1291=V-AMI-3S	διαστέλλω=to give orders	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			ordenó	to give orders	#08	G1291_A	
Mrk.9.9#07	αὐτοῖς	them	G846=P-DPM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a ellos	to them	#09«07:G1291	G846_B	G3778
Mrk.9.9#08	ἵνα	that	G2443=CONJ	ἵνα=in order that/to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			para que	in order that	#10	G2443_A	G3363
Mrk.9.9#09	διηγήσωνται	they should tell	G1334=V-ADS-3P	διηγέομαι=to relate fully	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			relaten	to relate fully	#14	G1334_A	
Mrk.9.9#10	μηδενι	no man	G3367=A-DSM-N								G3367_A	
Mrk.9.9#11	α	what things	G3739=R-APN								G3739_A	
Mrk.9.9#12	ειδον	they had seen	G3708=V-2AAI-3P								G3708_A	
Mrk.9.9#13	εἰ μὴ ὅταν	till	G1487/G3361/G3752=COND	εἰ=if / μή=not / ὅταν=when(-ever)	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			si no cuando	: not»if|2_not/except not when(-ever)	#15 #16«14:G1487 #17	G1487_A	
Mrk.9.9#14	ὁ υἱὸς	the Son	G3588/G5207=T-NSM	υἱός=son / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el Hijo	the son	#18»18:G5207 #19	G3588_B	
Mrk.9.9#15	τοῦ ἀνθρώπου	of man	G3588/G444=T-GSM	ἄνθρωπος=a human / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			de el hombre	the a human	#20»20:G0444 #21	G3588_C	
Mrk.9.9#16	ἀναστῇ.	were risen	G450=V-2AAS-3S	ἀνίστημι=to arise	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			(se) levante	to arise	#24	G450_A	
Mrk.9.9#17	εκ	from	G1537=PREP								G1537_A	
Mrk.9.9#18	νεκρων	the dead	G3498=A-GPM								G3498_A	
Mrk.9.10#01	τὸν		G3588=T-NSN	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			a la	this	#02»03:G3056	G3588_A	
Mrk.9.10#02	και	And	G2532=CONJ								G2532_A	
Mrk.9.10#03	ἐκράτησαν	they kept	G2902=V-AAI-3P	κρατέω=to grasp/seize	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			asieron firmemente	to grasp	#04	G2902_A	
Mrk.9.10#04	τὸ	that saying	G3588/G3056=T-ASM	ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			el	[that] which	#10»13:G0450	G3588_B	
Mrk.9.10#05	προς	with	G4314=PREP								G4314_A	
Mrk.9.10#06	εαυτους	themselves	G1438=F-3APM								G1438_A	
Mrk.9.10#07	συζητουντες	questioning one with another	G4802=V-PAP-NPM								G4802_A	
Mrk.9.10#08	τι	what	G5101=I-NSN								G5101_A	
Mrk.9.10#09	ἀναστῆναι.	the rising	G450=V-2AAN	ἀνίστημι=to arise	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			levantar	to arise	#13	G450_A	
Mrk.9.10#10	εκ	from	G1537=PREP								G1537_A	
Mrk.9.10#11	νεκρων	the dead	G3498=A-GPM								G3498_A	
Mrk.9.10#12	εστιν	should mean	G1510=V-PAI-3S								G1510_A	
Mrk.9.11#01	καὶ	And	G2532=CONJ	καί=and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Y	and	#01	G2532_A	
Mrk.9.11#02	ἐπηρώτων	they asked	G1905=V-IAI-3P	ἐπερωτάω=to question	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estaban inquiriendo	to question	#02	G1905_A	
Mrk.9.11#03	αὐτὸν	him	G846=P-ASM	αὐτός=he/she/it/self	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			(de) él	him	#03«02:G1905	G846_A	G3778
Mrk.9.11#04	λέγοντες·	saying	G3004=V-PAP-NPM	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			estando diciendo	: speak»to speak|1_speak/ask	#04	G3004_A	
Mrk.9.11#05	ὅτι	Why	G3754=CONJ	ὅτι=that/since	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			¿Por qué	: that»that/since|1_that	#05«04:G3004	G3754_A	
Mrk.9.11#06	λέγουσιν	say	G3004=V-PAI-3P	λέγω=to speak	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			están diciendo	: speak»to speak|1_speak/ask	#06	G3004_B	
Mrk.9.11#07	οἱ γραμματεῖς	the scribes	G3588/G1122=T-NPM	γραμματεύς=scribe / ὁ=the/this/who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			los escribas	the scribe	#07»08:G1122 #08	G3588_A	
Mrk.9.11#08	ὅτι	that	G3754=CONJ	ὅτι=that/since	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			que	: that»that/since|1_that	#09«06:G3004	G3754_B	
Mrk.9.11#09	Ἠλίαν	Elias	G2243=N-ASM	Ἡλίας=Elijah	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		WH: Ἠλείαν ;	a Elías	Elijah»Elijah|Elijah@1Ki.17.1	#10	G2243_A	
Mrk.9.11#10	δεῖ	must	G1163=V-PAI-3S	δεῖ=be necessary	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			está siendo necesario	be necessary	#11	G1163_A	
Mrk.9.11#11	πρωτον	first	G4412=ADV-S								G4412_A	
Mrk.9.11#12	ἐλθεῖν	come	G2064=V-2AAN	ἔρχομαι=to come/go	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			venir	to come	#12	G2064_A	
